출발지,도착지,날짜,출발시간,도착시간,항공편,총 소요 시간,가격,좌석등급,Monthly,Weekend
1.0,3.0,2023-08-25,6,14,1,1925,417800,economy,8,1
1.0,3.0,2023-08-25,6,7,1,1525,417800,economy,8,1
1.0,3.0,2023-08-25,12,15,1,1585,495300,economy,8,1
1.0,3.0,2023-08-25,12,13,1,1465,495300,economy,8,1
1.0,3.0,2023-08-25,16,21,1,1720,495300,economy,8,1
1.0,3.0,2023-08-25,16,13,1,1260,495300,economy,8,1
1.0,3.0,2023-08-25,12,21,1,485,495300,economy,8,1
1.0,3.0,2023-08-25,16,15,1,1380,495300,economy,8,1
1.0,3.0,2023-08-25,6,8,1,1545,498300,economy,8,1
1.0,3.0,2023-08-25,11,18,1,430,500600,economy,8,1
1.0,3.0,2023-08-25,11,8,1,1250,519300,economy,8,1
1.0,3.0,2023-08-25,22,11,1,800,521800,economy,8,1
1.0,3.0,2023-08-25,13,17,1,1665,579200,economy,8,1
1.0,3.0,2023-08-25,21,8,1,660,580300,economy,8,1
1.0,3.0,2023-08-25,9,22,1,790,592300,economy,8,1
1.0,3.0,2023-08-25,21,8,1,705,625500,economy,8,1
1.0,3.0,2023-08-25,9,19,1,630,637500,economy,8,1
1.0,3.0,2023-08-25,9,17,1,535,637500,economy,8,1
1.0,3.0,2023-08-25,9,16,1,465,637500,economy,8,1
1.0,3.0,2023-08-25,18,8,1,820,640300,economy,8,1
1.0,3.0,2023-08-25,12,21,1,485,653200,economy,8,1
1.0,3.0,2023-08-25,12,21,1,485,677900,economy,8,1
1.0,3.0,2023-08-25,18,8,1,865,685500,economy,8,1
1.0,3.0,2023-08-25,21,8,1,705,741800,economy,8,1
1.0,3.0,2023-08-25,17,21,1,1625,744900,economy,8,1
1.0,3.0,2023-08-25,12,21,1,515,788200,economy,8,1
1.0,3.0,2023-08-25,12,21,1,485,826900,economy,8,1
1.0,3.0,2023-08-25,9,19,1,580,856000,economy,8,1
1.0,3.0,2023-08-25,20,8,1,740,901700,economy,8,1
1.0,3.0,2023-08-25,9,20,1,620,917500,economy,8,1
1.0,3.0,2023-08-25,9,21,1,685,917500,economy,8,1
1.0,3.0,2023-08-25,17,15,1,1285,979600,economy,8,1
1.0,3.0,2023-08-25,14,22,1,510,1026300,economy,8,1
1.0,3.0,2023-08-25,12,15,1,1585,1061600,economy,8,1
1.0,3.0,2023-08-25,17,13,1,1165,1089600,economy,8,1
1.0,3.0,2023-08-25,16,16,1,1430,1124900,economy,8,1
1.0,3.0,2023-08-25,12,20,1,440,1131600,economy,8,1
1.0,3.0,2023-08-25,14,16,1,1535,1154900,economy,8,1
1.0,3.0,2023-08-25,12,13,1,1465,1171600,economy,8,1
1.0,3.0,2023-08-25,10,17,1,435,1748500,economy,8,1
1.0,3.0,2023-08-25,20,6,1,620,1944700,economy,8,1
1.0,3.0,2023-08-26,13,15,0,120,159200,economy,8,0
1.0,3.0,2023-08-26,15,17,0,100,159400,economy,8,0
1.0,3.0,2023-08-26,8,9,0,105,167200,economy,8,0
1.0,3.0,2023-08-26,14,15,0,105,167200,economy,8,0
1.0,3.0,2023-08-26,19,21,0,105,167200,economy,8,0
1.0,3.0,2023-08-26,13,15,0,110,167800,economy,8,0
1.0,3.0,2023-08-26,7,9,0,110,169200,economy,8,0
1.0,3.0,2023-08-26,13,15,0,110,172200,economy,8,0
1.0,3.0,2023-08-26,15,17,0,110,172200,economy,8,0
1.0,3.0,2023-08-26,13,15,0,110,173500,economy,8,0
1.0,3.0,2023-08-26,14,16,0,115,173500,economy,8,0
1.0,3.0,2023-08-26,16,18,0,110,173500,economy,8,0
1.0,3.0,2023-08-26,8,9,0,110,175900,economy,8,0
1.0,3.0,2023-08-26,7,9,0,110,200500,economy,8,0
1.0,3.0,2023-08-26,7,9,0,115,216000,economy,8,0
1.0,3.0,2023-08-26,10,12,0,110,216000,economy,8,0
1.0,3.0,2023-08-26,9,11,0,110,220200,economy,8,0
1.0,3.0,2023-08-26,18,21,0,125,241000,economy,8,0
1.0,3.0,2023-08-26,9,11,0,105,241000,economy,8,0
1.0,3.0,2023-08-26,15,17,0,115,241000,economy,8,0
1.0,3.0,2023-08-26,17,18,0,110,247300,economy,8,0
1.0,3.0,2023-08-26,9,11,0,110,247300,economy,8,0
1.0,3.0,2023-08-26,9,11,0,105,365500,economy,8,0
1.0,3.0,2023-08-26,15,17,0,115,365500,economy,8,0
1.0,3.0,2023-08-26,18,21,0,125,365500,economy,8,0
1.0,3.0,2023-08-26,14,15,0,105,366000,economy,8,0
1.0,3.0,2023-08-26,19,21,0,105,366000,economy,8,0
1.0,3.0,2023-08-26,8,9,0,105,366000,economy,8,0
1.0,3.0,2023-08-26,11,14,1,1645,417800,economy,8,0
1.0,3.0,2023-08-26,6,14,1,1925,417800,economy,8,0
1.0,3.0,2023-08-26,11,7,1,1245,445200,economy,8,0
1.0,3.0,2023-08-26,6,7,1,1525,445200,economy,8,0
1.0,3.0,2023-08-26,12,15,1,1585,495300,economy,8,0
1.0,3.0,2023-08-26,12,21,1,485,495300,economy,8,0
1.0,3.0,2023-08-26,12,13,1,1465,495300,economy,8,0
1.0,3.0,2023-08-26,6,8,1,1545,498300,economy,8,0
1.0,3.0,2023-08-26,11,8,1,1250,498300,economy,8,0
1.0,3.0,2023-08-26,21,18,1,1300,500600,economy,8,0
1.0,3.0,2023-08-26,17,21,1,1625,515700,economy,8,0
1.0,3.0,2023-08-26,16,13,1,1260,535300,economy,8,0
1.0,3.0,2023-08-26,13,17,1,1665,566500,economy,8,0
1.0,3.0,2023-08-26,11,22,1,645,592300,economy,8,0
1.0,3.0,2023-08-26,9,22,1,790,592300,economy,8,0
1.0,3.0,2023-08-26,11,19,1,485,637500,economy,8,0
1.0,3.0,2023-08-26,9,16,1,465,637500,economy,8,0
1.0,3.0,2023-08-26,9,17,1,535,637500,economy,8,0
1.0,3.0,2023-08-26,9,19,1,630,637500,economy,8,0
1.0,3.0,2023-08-26,18,8,1,820,640300,economy,8,0
1.0,3.0,2023-08-26,16,15,1,1380,682000,economy,8,0
1.0,3.0,2023-08-26,16,21,1,1720,682000,economy,8,0
1.0,3.0,2023-08-26,18,8,1,865,685500,economy,8,0
1.0,3.0,2023-08-26,13,8,1,1105,693200,economy,8,0
1.0,3.0,2023-08-26,17,15,1,1285,717400,economy,8,0
1.0,3.0,2023-08-26,17,13,1,1165,717400,economy,8,0
1.0,3.0,2023-08-26,12,15,1,1585,737400,economy,8,0
1.0,3.0,2023-08-26,12,13,1,1465,737400,economy,8,0
1.0,3.0,2023-08-26,9,22,1,800,741800,economy,8,0
1.0,3.0,2023-08-26,9,19,1,630,741800,economy,8,0
1.0,3.0,2023-08-26,9,21,1,770,741800,economy,8,0
1.0,3.0,2023-08-26,9,17,1,535,741800,economy,8,0
1.0,3.0,2023-08-26,9,16,1,465,741800,economy,8,0
1.0,3.0,2023-08-26,12,21,1,485,764900,economy,8,0
1.0,3.0,2023-08-26,9,19,1,580,856000,economy,8,0
1.0,3.0,2023-08-26,9,21,1,685,917500,economy,8,0
1.0,3.0,2023-08-26,9,20,1,620,917500,economy,8,0
1.0,3.0,2023-08-26,12,21,1,485,942300,economy,8,0
1.0,3.0,2023-08-26,12,21,1,485,999600,economy,8,0
1.0,3.0,2023-08-26,9,18,1,580,1071300,economy,8,0
1.0,3.0,2023-08-26,12,20,1,440,1131600,economy,8,0
1.0,3.0,2023-08-26,8,18,1,590,1171400,economy,8,0
1.0,3.0,2023-08-26,19,12,1,1015,1214600,economy,8,0
1.0,3.0,2023-08-26,12,12,1,1410,1214600,economy,8,0
1.0,3.0,2023-08-26,11,18,1,440,1305800,economy,8,0
1.0,3.0,2023-08-26,10,17,1,435,1748500,economy,8,0
1.0,3.0,2023-08-26,20,6,1,620,1944700,economy,8,0
1.0,3.0,2023-08-27,13,15,0,120,139200,economy,8,6
1.0,3.0,2023-08-27,15,17,0,100,142800,economy,8,6
1.0,3.0,2023-08-27,13,15,0,110,153000,economy,8,6
1.0,3.0,2023-08-27,14,16,0,115,158200,economy,8,6
1.0,3.0,2023-08-27,13,15,0,110,158500,economy,8,6
1.0,3.0,2023-08-27,7,9,0,110,159200,economy,8,6
1.0,3.0,2023-08-27,14,16,0,120,159200,economy,8,6
1.0,3.0,2023-08-27,12,14,0,110,159400,economy,8,6
1.0,3.0,2023-08-27,8,9,0,105,167200,economy,8,6
1.0,3.0,2023-08-27,19,21,0,105,167200,economy,8,6
1.0,3.0,2023-08-27,14,15,0,105,167200,economy,8,6
1.0,3.0,2023-08-27,9,11,0,110,172200,economy,8,6
1.0,3.0,2023-08-27,13,15,0,110,173500,economy,8,6
1.0,3.0,2023-08-27,16,18,0,110,173500,economy,8,6
1.0,3.0,2023-08-27,7,9,0,110,181800,economy,8,6
1.0,3.0,2023-08-27,10,12,0,110,188900,economy,8,6
1.0,3.0,2023-08-27,9,11,0,110,200500,economy,8,6
1.0,3.0,2023-08-27,9,11,0,105,205400,economy,8,6
1.0,3.0,2023-08-27,7,9,0,115,216000,economy,8,6
1.0,3.0,2023-08-27,15,17,0,110,220200,economy,8,6
1.0,3.0,2023-08-27,15,17,0,115,241000,economy,8,6
1.0,3.0,2023-08-27,18,21,0,125,241000,economy,8,6
1.0,3.0,2023-08-27,17,18,0,110,310000,economy,8,6
1.0,3.0,2023-08-27,9,11,0,105,365500,economy,8,6
1.0,3.0,2023-08-27,15,17,0,115,365500,economy,8,6
1.0,3.0,2023-08-27,18,21,0,125,365500,economy,8,6
1.0,3.0,2023-08-27,8,9,0,105,366000,economy,8,6
1.0,3.0,2023-08-27,14,15,0,105,366000,economy,8,6
1.0,3.0,2023-08-27,19,21,0,105,366000,economy,8,6
1.0,3.0,2023-08-27,6,14,1,1925,407800,economy,8,6
1.0,3.0,2023-08-27,11,14,1,1645,412800,economy,8,6
1.0,3.0,2023-08-27,6,7,1,1525,435200,economy,8,6
1.0,3.0,2023-08-27,11,7,1,1245,440200,economy,8,6
1.0,3.0,2023-08-27,21,18,1,1300,457300,economy,8,6
1.0,3.0,2023-08-27,11,8,1,1250,488300,economy,8,6
1.0,3.0,2023-08-27,6,8,1,1545,488300,economy,8,6
1.0,3.0,2023-08-27,11,18,1,430,511800,economy,8,6
1.0,3.0,2023-08-27,12,21,1,485,555700,economy,8,6
1.0,3.0,2023-08-27,9,22,1,790,568300,economy,8,6
1.0,3.0,2023-08-27,21,8,1,660,580300,economy,8,6
1.0,3.0,2023-08-27,13,17,1,1665,596200,economy,8,6
1.0,3.0,2023-08-27,8,20,1,670,611900,economy,8,6
1.0,3.0,2023-08-27,9,19,1,630,613500,economy,8,6
1.0,3.0,2023-08-27,9,17,1,535,613500,economy,8,6
1.0,3.0,2023-08-27,9,16,1,465,613500,economy,8,6
1.0,3.0,2023-08-27,21,8,1,705,625500,economy,8,6
1.0,3.0,2023-08-27,18,8,1,820,681300,economy,8,6
1.0,3.0,2023-08-27,12,13,1,1465,682000,economy,8,6
1.0,3.0,2023-08-27,16,21,1,1720,682000,economy,8,6
1.0,3.0,2023-08-27,12,21,1,485,682000,economy,8,6
1.0,3.0,2023-08-27,16,13,1,1260,682000,economy,8,6
1.0,3.0,2023-08-27,18,8,1,865,726500,economy,8,6
1.0,3.0,2023-08-27,9,16,1,465,741800,economy,8,6
1.0,3.0,2023-08-27,9,17,1,535,741800,economy,8,6
1.0,3.0,2023-08-27,21,8,1,705,741800,economy,8,6
1.0,3.0,2023-08-27,9,19,1,630,741800,economy,8,6
1.0,3.0,2023-08-27,9,21,1,770,741800,economy,8,6
1.0,3.0,2023-08-27,9,22,1,800,741800,economy,8,6
1.0,3.0,2023-08-27,12,21,1,485,810100,economy,8,6
1.0,3.0,2023-08-27,17,13,1,1165,827400,economy,8,6
1.0,3.0,2023-08-27,17,21,1,1625,827400,economy,8,6
1.0,3.0,2023-08-27,12,21,1,485,847400,economy,8,6
1.0,3.0,2023-08-27,9,19,1,580,856000,economy,8,6
1.0,3.0,2023-08-27,19,6,1,695,866800,economy,8,6
1.0,3.0,2023-08-27,12,13,1,1465,867400,economy,8,6
1.0,3.0,2023-08-27,20,8,1,740,891700,economy,8,6
1.0,3.0,2023-08-27,9,20,1,620,917500,economy,8,6
1.0,3.0,2023-08-27,9,21,1,685,917500,economy,8,6
1.0,3.0,2023-08-27,12,20,1,440,1151600,economy,8,6
1.0,3.0,2023-08-27,19,12,1,1015,1214600,economy,8,6
1.0,3.0,2023-08-27,12,12,1,1410,1214600,economy,8,6
1.0,3.0,2023-08-27,10,17,1,435,1748500,economy,8,6
1.0,3.0,2023-08-27,10,21,1,675,1944700,economy,8,6
1.0,3.0,2023-08-27,20,6,1,620,1944700,economy,8,6
1.0,3.0,2023-08-28,13,15,0,120,139200,economy,8,5
1.0,3.0,2023-08-28,8,9,0,110,142800,economy,8,5
1.0,3.0,2023-08-28,12,13,0,105,142800,economy,8,5
1.0,3.0,2023-08-28,15,17,0,100,142800,economy,8,5
1.0,3.0,2023-08-28,14,16,0,115,148000,economy,8,5
1.0,3.0,2023-08-28,16,18,0,110,148000,economy,8,5
1.0,3.0,2023-08-28,7,9,0,110,149200,economy,8,5
1.0,3.0,2023-08-28,13,15,0,110,153000,economy,8,5
1.0,3.0,2023-08-28,11,13,0,110,158500,economy,8,5
1.0,3.0,2023-08-28,15,17,0,115,158500,economy,8,5
1.0,3.0,2023-08-28,18,21,0,125,158500,economy,8,5
1.0,3.0,2023-08-28,9,11,0,110,158500,economy,8,5
1.0,3.0,2023-08-28,13,15,0,120,159200,economy,8,5
1.0,3.0,2023-08-28,8,9,0,105,167200,economy,8,5
1.0,3.0,2023-08-28,19,21,0,105,167200,economy,8,5
1.0,3.0,2023-08-28,14,15,0,105,167200,economy,8,5
1.0,3.0,2023-08-28,13,15,0,110,167800,economy,8,5
1.0,3.0,2023-08-28,7,9,0,110,167800,economy,8,5
1.0,3.0,2023-08-28,15,17,0,110,172200,economy,8,5
1.0,3.0,2023-08-28,9,11,0,110,172200,economy,8,5
1.0,3.0,2023-08-28,7,9,0,115,173500,economy,8,5
1.0,3.0,2023-08-28,13,15,0,110,173500,economy,8,5
1.0,3.0,2023-08-28,10,12,0,110,188900,economy,8,5
1.0,3.0,2023-08-28,9,11,0,105,205400,economy,8,5
1.0,3.0,2023-08-28,17,18,0,110,247300,economy,8,5
1.0,3.0,2023-08-28,6,14,1,1925,352800,economy,8,5
1.0,3.0,2023-08-28,11,14,1,1645,357800,economy,8,5
1.0,3.0,2023-08-28,18,21,0,125,365500,economy,8,5
1.0,3.0,2023-08-28,15,17,0,115,365500,economy,8,5
1.0,3.0,2023-08-28,9,11,0,105,365500,economy,8,5
1.0,3.0,2023-08-28,14,15,0,105,366000,economy,8,5
1.0,3.0,2023-08-28,8,9,0,105,366000,economy,8,5
1.0,3.0,2023-08-28,19,21,0,105,366000,economy,8,5
1.0,3.0,2023-08-28,6,7,1,1525,390600,economy,8,5
1.0,3.0,2023-08-28,11,7,1,1245,395600,economy,8,5
1.0,3.0,2023-08-28,6,8,1,1545,427000,economy,8,5
1.0,3.0,2023-08-28,11,8,1,1250,427000,economy,8,5
1.0,3.0,2023-08-28,11,18,1,430,457300,economy,8,5
1.0,3.0,2023-08-28,13,17,1,1665,485700,economy,8,5
1.0,3.0,2023-08-28,12,15,1,1585,495300,economy,8,5
1.0,3.0,2023-08-28,12,21,1,485,495300,economy,8,5
1.0,3.0,2023-08-28,12,13,1,1465,495300,economy,8,5
1.0,3.0,2023-08-28,16,21,1,1720,515300,economy,8,5
1.0,3.0,2023-08-28,17,21,1,1625,515700,economy,8,5
1.0,3.0,2023-08-28,16,8,1,970,568300,economy,8,5
1.0,3.0,2023-08-28,18,8,1,820,568300,economy,8,5
1.0,3.0,2023-08-28,11,22,1,645,592300,economy,8,5
1.0,3.0,2023-08-28,9,22,1,790,592300,economy,8,5
1.0,3.0,2023-08-28,18,8,1,865,613500,economy,8,5
1.0,3.0,2023-08-28,16,8,1,1015,613500,economy,8,5
1.0,3.0,2023-08-28,16,15,1,1380,625300,economy,8,5
1.0,3.0,2023-08-28,16,13,1,1260,625300,economy,8,5
1.0,3.0,2023-08-28,13,8,1,1105,631700,economy,8,5
1.0,3.0,2023-08-28,11,19,1,485,637500,economy,8,5
1.0,3.0,2023-08-28,11,21,1,625,637500,economy,8,5
1.0,3.0,2023-08-28,9,16,1,465,637500,economy,8,5
1.0,3.0,2023-08-28,9,17,1,535,637500,economy,8,5
1.0,3.0,2023-08-28,9,19,1,630,637500,economy,8,5
1.0,3.0,2023-08-28,12,21,1,485,660100,economy,8,5
1.0,3.0,2023-08-28,17,15,1,1285,717400,economy,8,5
1.0,3.0,2023-08-28,12,15,1,1585,717400,economy,8,5
1.0,3.0,2023-08-28,17,13,1,1165,717400,economy,8,5
1.0,3.0,2023-08-28,12,21,1,485,717400,economy,8,5
1.0,3.0,2023-08-28,12,13,1,1465,717400,economy,8,5
1.0,3.0,2023-08-28,9,21,1,770,741800,economy,8,5
1.0,3.0,2023-08-28,9,19,1,630,741800,economy,8,5
1.0,3.0,2023-08-28,9,22,1,800,741800,economy,8,5
1.0,3.0,2023-08-28,9,16,1,465,741800,economy,8,5
1.0,3.0,2023-08-28,9,17,1,535,741800,economy,8,5
1.0,3.0,2023-08-28,22,11,1,800,770400,economy,8,5
1.0,3.0,2023-08-28,9,18,1,585,804200,economy,8,5
1.0,3.0,2023-08-28,22,13,1,900,807000,economy,8,5
1.0,3.0,2023-08-28,12,21,1,485,827400,economy,8,5
1.0,3.0,2023-08-28,9,19,1,580,856000,economy,8,5
1.0,3.0,2023-08-28,16,16,1,1430,877300,economy,8,5
1.0,3.0,2023-08-28,20,8,1,740,891700,economy,8,5
1.0,3.0,2023-08-28,9,21,1,685,917500,economy,8,5
1.0,3.0,2023-08-28,9,20,1,620,917500,economy,8,5
1.0,3.0,2023-08-28,14,16,1,1535,947300,economy,8,5
1.0,3.0,2023-08-28,9,22,1,790,1026300,economy,8,5
1.0,3.0,2023-08-28,9,18,1,540,1026300,economy,8,5
1.0,3.0,2023-08-28,12,20,1,440,1131600,economy,8,5
1.0,3.0,2023-08-28,10,17,1,435,1748500,economy,8,5
1.0,3.0,2023-08-28,10,21,1,675,1944700,economy,8,5
1.0,3.0,2023-08-28,20,6,1,620,1944700,economy,8,5
1.0,3.0,2023-08-29,15,17,0,110,114600,economy,8,4
1.0,3.0,2023-08-29,12,14,0,110,126300,economy,8,4
1.0,3.0,2023-08-29,8,9,0,110,126300,economy,8,4
1.0,3.0,2023-08-29,15,17,0,100,126300,economy,8,4
1.0,3.0,2023-08-29,7,9,0,110,129200,economy,8,4
1.0,3.0,2023-08-29,13,15,0,120,129200,economy,8,4
1.0,3.0,2023-08-29,13,15,0,110,133800,economy,8,4
1.0,3.0,2023-08-29,11,12,0,105,136000,economy,8,4
1.0,3.0,2023-08-29,13,15,0,110,136000,economy,8,4
1.0,3.0,2023-08-29,16,18,0,110,137800,economy,8,4
1.0,3.0,2023-08-29,14,16,0,115,148000,economy,8,4
1.0,3.0,2023-08-29,9,11,0,110,149100,economy,8,4
1.0,3.0,2023-08-29,9,11,0,110,153000,economy,8,4
1.0,3.0,2023-08-29,13,15,0,110,158200,economy,8,4
1.0,3.0,2023-08-29,10,12,0,110,158200,economy,8,4
1.0,3.0,2023-08-29,7,9,0,110,158500,economy,8,4
1.0,3.0,2023-08-29,19,21,0,105,167200,economy,8,4
1.0,3.0,2023-08-29,14,15,0,105,167200,economy,8,4
1.0,3.0,2023-08-29,8,9,0,105,167200,economy,8,4
1.0,3.0,2023-08-29,7,9,0,115,173500,economy,8,4
1.0,3.0,2023-08-29,15,17,0,115,205400,economy,8,4
1.0,3.0,2023-08-29,9,11,0,105,205400,economy,8,4
1.0,3.0,2023-08-29,18,21,0,125,241000,economy,8,4
1.0,3.0,2023-08-29,17,18,0,110,280000,economy,8,4
1.0,3.0,2023-08-29,6,14,1,1925,352800,economy,8,4
1.0,3.0,2023-08-29,11,14,1,1645,352800,economy,8,4
1.0,3.0,2023-08-29,15,17,0,115,365500,economy,8,4
1.0,3.0,2023-08-29,9,11,0,105,365500,economy,8,4
1.0,3.0,2023-08-29,18,21,0,125,365500,economy,8,4
1.0,3.0,2023-08-29,14,15,0,105,366000,economy,8,4
1.0,3.0,2023-08-29,8,9,0,105,366000,economy,8,4
1.0,3.0,2023-08-29,19,21,0,105,366000,economy,8,4
1.0,3.0,2023-08-29,6,7,1,1525,412800,economy,8,4
1.0,3.0,2023-08-29,11,7,1,1245,412800,economy,8,4
1.0,3.0,2023-08-29,21,18,1,1300,457300,economy,8,4
1.0,3.0,2023-08-29,11,8,1,1250,458300,economy,8,4
1.0,3.0,2023-08-29,6,8,1,1545,458300,economy,8,4
1.0,3.0,2023-08-29,12,21,1,485,495300,economy,8,4
1.0,3.0,2023-08-29,12,13,1,1465,495300,economy,8,4
1.0,3.0,2023-08-29,12,21,1,485,515700,economy,8,4
1.0,3.0,2023-08-29,13,17,1,1665,532500,economy,8,4
1.0,3.0,2023-08-29,11,22,1,645,538300,economy,8,4
1.0,3.0,2023-08-29,16,8,1,970,538300,economy,8,4
1.0,3.0,2023-08-29,9,22,1,790,538300,economy,8,4
1.0,3.0,2023-08-29,13,8,1,1105,563000,economy,8,4
1.0,3.0,2023-08-29,9,19,1,630,583500,economy,8,4
1.0,3.0,2023-08-29,9,17,1,535,583500,economy,8,4
1.0,3.0,2023-08-29,11,19,1,485,583500,economy,8,4
1.0,3.0,2023-08-29,9,16,1,465,583500,economy,8,4
1.0,3.0,2023-08-29,21,8,1,660,604300,economy,8,4
1.0,3.0,2023-08-29,18,8,1,820,640300,economy,8,4
1.0,3.0,2023-08-29,21,8,1,705,649500,economy,8,4
1.0,3.0,2023-08-29,12,21,1,485,660100,economy,8,4
1.0,3.0,2023-08-29,17,21,1,1625,662400,economy,8,4
1.0,3.0,2023-08-29,18,8,1,865,685500,economy,8,4
1.0,3.0,2023-08-29,16,13,1,1260,697300,economy,8,4
1.0,3.0,2023-08-29,16,21,1,1720,697300,economy,8,4
1.0,3.0,2023-08-29,17,13,1,1165,717400,economy,8,4
1.0,3.0,2023-08-29,12,13,1,1465,717400,economy,8,4
1.0,3.0,2023-08-29,12,21,1,485,717400,economy,8,4
1.0,3.0,2023-08-29,21,8,1,705,741800,economy,8,4
1.0,3.0,2023-08-29,9,17,1,535,741800,economy,8,4
1.0,3.0,2023-08-29,9,16,1,465,741800,economy,8,4
1.0,3.0,2023-08-29,9,22,1,800,741800,economy,8,4
1.0,3.0,2023-08-29,9,19,1,630,741800,economy,8,4
1.0,3.0,2023-08-29,9,21,1,770,741800,economy,8,4
1.0,3.0,2023-08-29,12,21,1,515,788200,economy,8,4
1.0,3.0,2023-08-29,9,19,1,580,856000,economy,8,4
1.0,3.0,2023-08-29,13,21,1,460,901200,economy,8,4
1.0,3.0,2023-08-29,9,20,1,620,917500,economy,8,4
1.0,3.0,2023-08-29,9,21,1,685,917500,economy,8,4
1.0,3.0,2023-08-29,9,18,1,540,1026300,economy,8,4
1.0,3.0,2023-08-29,11,18,1,440,1054500,economy,8,4
1.0,3.0,2023-08-29,12,20,1,440,1131600,economy,8,4
1.0,3.0,2023-08-29,12,12,1,1410,1214600,economy,8,4
1.0,3.0,2023-08-29,19,12,1,1015,1214600,economy,8,4
1.0,3.0,2023-08-29,10,17,1,435,1748500,economy,8,4
1.0,3.0,2023-08-29,20,6,1,620,1944700,economy,8,4
1.0,3.0,2023-08-30,13,15,0,120,113700,economy,8,3
1.0,3.0,2023-08-30,13,15,0,110,114600,economy,8,3
1.0,3.0,2023-08-30,15,17,0,110,114600,economy,8,3
1.0,3.0,2023-08-30,12,14,0,110,118000,economy,8,3
1.0,3.0,2023-08-30,8,9,0,110,126300,economy,8,3
1.0,3.0,2023-08-30,14,16,0,120,129200,economy,8,3
1.0,3.0,2023-08-30,13,15,0,110,136000,economy,8,3
1.0,3.0,2023-08-30,13,15,0,110,137800,economy,8,3
1.0,3.0,2023-08-30,16,18,0,110,137800,economy,8,3
1.0,3.0,2023-08-30,14,16,0,115,137800,economy,8,3
1.0,3.0,2023-08-30,7,9,0,110,139200,economy,8,3
1.0,3.0,2023-08-30,9,11,0,110,153000,economy,8,3
1.0,3.0,2023-08-30,7,9,0,115,158200,economy,8,3
1.0,3.0,2023-08-30,10,12,0,110,158200,economy,8,3
1.0,3.0,2023-08-30,15,17,0,115,158500,economy,8,3
1.0,3.0,2023-08-30,18,21,0,125,158500,economy,8,3
1.0,3.0,2023-08-30,9,11,0,105,158500,economy,8,3
1.0,3.0,2023-08-30,7,9,0,110,158500,economy,8,3
1.0,3.0,2023-08-30,15,17,0,100,159400,economy,8,3
1.0,3.0,2023-08-30,8,9,0,105,167200,economy,8,3
1.0,3.0,2023-08-30,14,15,0,105,167200,economy,8,3
1.0,3.0,2023-08-30,19,21,0,105,167200,economy,8,3
1.0,3.0,2023-08-30,9,11,0,110,181800,economy,8,3
1.0,3.0,2023-08-30,17,18,0,110,219200,economy,8,3
1.0,3.0,2023-08-30,9,11,0,105,365500,economy,8,3
1.0,3.0,2023-08-30,15,17,0,115,365500,economy,8,3
1.0,3.0,2023-08-30,18,21,0,125,365500,economy,8,3
1.0,3.0,2023-08-30,8,9,0,105,366000,economy,8,3
1.0,3.0,2023-08-30,14,15,0,105,366000,economy,8,3
1.0,3.0,2023-08-30,19,21,0,105,366000,economy,8,3
1.0,3.0,2023-08-30,6,14,1,1925,367400,economy,8,3
1.0,3.0,2023-08-30,11,14,1,1645,372400,economy,8,3
1.0,3.0,2023-08-30,6,7,1,1525,385600,economy,8,3
1.0,3.0,2023-08-30,11,7,1,1245,390600,economy,8,3
1.0,3.0,2023-08-30,11,18,1,430,457300,economy,8,3
1.0,3.0,2023-08-30,21,12,1,900,457300,economy,8,3
1.0,3.0,2023-08-30,11,12,1,1470,457300,economy,8,3
1.0,3.0,2023-08-30,6,8,1,1545,458300,economy,8,3
1.0,3.0,2023-08-30,11,8,1,1250,458300,economy,8,3
1.0,3.0,2023-08-30,12,21,1,485,495300,economy,8,3
1.0,3.0,2023-08-30,16,13,1,1260,495300,economy,8,3
1.0,3.0,2023-08-30,16,15,1,1380,495300,economy,8,3
1.0,3.0,2023-08-30,12,15,1,1585,495300,economy,8,3
1.0,3.0,2023-08-30,16,21,1,1720,495300,economy,8,3
1.0,3.0,2023-08-30,12,13,1,1465,495300,economy,8,3
1.0,3.0,2023-08-30,17,13,1,1165,515700,economy,8,3
1.0,3.0,2023-08-30,12,13,1,1465,515700,economy,8,3
1.0,3.0,2023-08-30,17,21,1,1625,515700,economy,8,3
1.0,3.0,2023-08-30,9,22,1,790,538300,economy,8,3
1.0,3.0,2023-08-30,22,11,1,800,571400,economy,8,3
1.0,3.0,2023-08-30,13,17,1,1665,579200,economy,8,3
1.0,3.0,2023-08-30,9,17,1,535,583500,economy,8,3
1.0,3.0,2023-08-30,9,16,1,465,583500,economy,8,3
1.0,3.0,2023-08-30,9,19,1,630,583500,economy,8,3
1.0,3.0,2023-08-30,18,8,1,820,592300,economy,8,3
1.0,3.0,2023-08-30,12,21,1,485,605100,economy,8,3
1.0,3.0,2023-08-30,8,19,1,645,611900,economy,8,3
1.0,3.0,2023-08-30,18,8,1,865,637500,economy,8,3
1.0,3.0,2023-08-30,12,21,1,485,662400,economy,8,3
1.0,3.0,2023-08-30,12,21,1,485,662400,economy,8,3
1.0,3.0,2023-08-30,17,15,1,1285,717400,economy,8,3
1.0,3.0,2023-08-30,12,15,1,1585,717400,economy,8,3
1.0,3.0,2023-08-30,9,21,1,770,741800,economy,8,3
1.0,3.0,2023-08-30,9,19,1,630,741800,economy,8,3
1.0,3.0,2023-08-30,9,22,1,800,741800,economy,8,3
